iteration,train_loss,val_loss,acc,val_acc
64,0.3506081338502525,0.7639538872718811,0.9001846153846154,0.8128
65,0.3463268504500037,0.7614476586341858,0.9026923076923077,0.8098
66,0.3452831138893375,0.7618650276184082,0.902776923076923,0.815
67,0.34140056081292197,0.7623827947616577,0.9037076923076923,0.8116
68,0.33749891190576975,0.767558831691742,0.9047846153846154,0.8104
69,0.33688028585019075,0.7600046677589416,0.9046923076923077,0.8116
70,0.32877391400769,0.7682800957679748,0.9068692307692308,0.8094
71,0.32760945601960806,0.7681338321685791,0.9075,0.8078
72,0.329665707629614,0.7696995507240295,0.9073230769230769,0.8092
73,0.3283825199977737,0.7755740820884705,0.9077153846153846,0.8104
74,0.32476155180484056,0.7734698893547058,0.9083,0.8122
75,0.3200863492931789,0.7726276173591614,0.9092615384615385,0.8106
76,0.3200680620411015,0.7689370523452759,0.9101,0.8098
77,0.3212235816497737,0.7774796993255615,0.9084307692307693,0.8112
78,0.3166754699979476,0.7723678340911865,0.9097692307692308,0.8108
79,0.3149645479146655,0.7741895114898681,0.911876923076923,0.8128
80,0.31883143132009845,0.7774483578681946,0.9098615384615385,0.8102
81,0.3141737014319249,0.7735614825248718,0.9114384615384615,0.8104
82,0.3144114091992378,0.7795078698158264,0.9103461538461538,0.8114
83,0.31026406703502174,0.7840760231971741,0.9124230769230769,0.8106
84,0.3087361737147091,0.78685565700531,0.9122769230769231,0.8096
85,0.3095789941863751,0.7884754163742066,0.9130615384615385,0.8108
86,0.310196736688161,0.7918777278900146,0.9129615384615385,0.81
87,0.30608544779545444,0.794300693321228,0.9135615384615384,0.8128
88,0.3046993783814466,0.7882664699554444,0.9141692307692307,0.8148
89,0.30334152760145466,0.7816704798698425,0.9144692307692308,0.8122
90,0.2991588272036999,0.790112337398529,0.9158153846153846,0.8108
